sample_id,video_path,source_dataset,original_label,mapped_label,label_id,label_type,duration,fps,num_frames,width,height,split,scene_id,camera_id,start_frame,end_frame,notes
HVAxCUrR_Qc_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HVAxCUrR_Qc_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,2.916667,15.085714,44,960,720,test,Virginia,Virginia::signalized_intersection,0,44,accident_time=0.875;type=t-bone
HXttLdePt0k_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HXttLdePt0k_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,9.958333,13.857741,138,960,720,test,Virginia,Virginia::grade_separated_intersection,35,118,accident_time=4.542;type=single
HXttLdePt0k_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HXttLdePt0k_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,9.958333,13.857741,138,960,720,test,Virginia,Virginia::grade_separated_intersection,0,21,derived_pre_accident_until=1.542;weak_negative=true
ZDbR2jCDXjM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ZDbR2jCDXjM_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,27.75,15.027027,417,960,720,train,Virginia,Virginia::grade_separated_intersection,0,82,accident_time=1.458333;type=single
BF5W6-8AkGM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BF5W6-8AkGM_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,30.0,11.466667,344,960,720,train,Virginia,Virginia::highway,28,97,accident_time=4.416666;type=single
BF5W6-8AkGM_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BF5W6-8AkGM_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,30.0,11.466667,344,960,720,train,Virginia,Virginia::highway,0,16,derived_pre_accident_until=1.417;weak_negative=true
LGanHyFZCBg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/LGanHyFZCBg_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,9.75,12.923077,126,960,720,test,Virginia,Virginia::signalized_intersection,24,102,accident_time=3.875;type=t-bone
-2UPLUV7JLg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-2UPLUV7JLg_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,30.0,9.966667,299,960,720,train,Virginia,Virginia::highway,47,107,accident_time=6.708;type=single
-2UPLUV7JLg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-2UPLUV7JLg_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,30.0,9.966667,299,960,720,train,Virginia,Virginia::highway,0,37,derived_pre_accident_until=3.708;weak_negative=true
w5gsLw2EF-w_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/w5gsLw2EF-w_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,30.041667,14.945908,449,960,720,train,Virginia,Virginia::highway,55,145,accident_time=5.666666;type=sideswipe
w5gsLw2EF-w_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/w5gsLw2EF-w_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,30.041667,14.945908,449,960,720,train,Virginia,Virginia::highway,0,40,derived_pre_accident_until=2.667;weak_negative=true
zqhQY3WbRjY_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/zqhQY3WbRjY_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,30.041667,14.979196,450,960,720,test,Virginia,Virginia::highway,28,118,accident_time=3.875;type=sideswipe
7DhAOb5V7_Y_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/7DhAOb5V7_Y_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,25.708333,9.763371,251,960,720,test,Virginia,Virginia::city_street,23,82,accident_time=4.417;type=t-bone
7DhAOb5V7_Y_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/7DhAOb5V7_Y_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,25.708333,9.763371,251,960,720,test,Virginia,Virginia::city_street,0,14,derived_pre_accident_until=1.417;weak_negative=true
eQ1QDZ811c0_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/eQ1QDZ811c0_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,23.25,13.204301,307,960,720,test,Virginia,Virginia::signalized_intersection,13,92,accident_time=2.958;type=head-on
W8B8zo8IFPg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/W8B8zo8IFPg_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,14.319889,429,960,720,test,Virginia,Virginia::signalized_intersection,42,128,accident_time=4.958333;type=t-bone
W8B8zo8IFPg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/W8B8zo8IFPg_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.958333,14.319889,429,960,720,test,Virginia,Virginia::signalized_intersection,0,28,derived_pre_accident_until=1.958;weak_negative=true
ufUZKmdTyaM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ufUZKmdTyaM_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,29.916667,14.640669,438,960,720,test,Virginia,Virginia::signalized_intersection,14,102,accident_time=2.917;type=head-on
CwynQU9-yhE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/CwynQU9-yhE_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,14.920723,447,960,720,test,Virginia,Virginia::signalized_intersection,51,141,accident_time=5.458333;type=t-bone
CwynQU9-yhE_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/CwynQU9-yhE_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.958333,14.920723,447,960,720,test,Virginia,Virginia::signalized_intersection,0,37,derived_pre_accident_until=2.458;weak_negative=true
WroDrfySdmc_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/WroDrfySdmc_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.846047,446,960,720,test,Virginia,Virginia::signalized_intersection,27,116,accident_time=3.833;type=t-bone
yfkkIC-AN68_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/yfkkIC-AN68_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.912621,448,960,720,test,Virginia,Virginia::signalized_intersection,46,136,accident_time=5.083;type=t-bone
yfkkIC-AN68_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/yfkkIC-AN68_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.912621,448,960,720,test,Virginia,Virginia::signalized_intersection,0,31,derived_pre_accident_until=2.083;weak_negative=true
nwb6yD8CMaM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nwb6yD8CMaM_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,29.866667,5.691964,170,320,240,test,Virginia,Virginia::signalized_intersection,29,63,accident_time=7.067;type=head-on
nwb6yD8CMaM_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nwb6yD8CMaM_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,29.866667,5.691964,170,320,240,test,Virginia,Virginia::signalized_intersection,0,23,derived_pre_accident_until=4.067;weak_negative=true
VLYIKXy1gzg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/VLYIKXy1gzg_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,14.787204,443,960,720,test,Virginia,Virginia::signalized_intersection,6,95,accident_time=2.458;type=t-bone
O4eKyRwAKXQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/O4eKyRwAKXQ_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.912621,448,960,720,test,Virginia,Virginia::signalized_intersection,66,156,accident_time=6.458;type=t-bone
O4eKyRwAKXQ_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/O4eKyRwAKXQ_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.912621,448,960,720,test,Virginia,Virginia::signalized_intersection,0,52,derived_pre_accident_until=3.458;weak_negative=true
9gEAWXvgLTw_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/9gEAWXvgLTw_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.912621,448,960,720,test,Virginia,Virginia::signalized_intersection,17,107,accident_time=3.125;type=t-bone
Be6S5ecMGXA_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Be6S5ecMGXA_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.333333,6.989011,212,960,720,test,Virginia,Virginia::simple_intersection,30,72,accident_time=6.292;type=t-bone
Be6S5ecMGXA_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Be6S5ecMGXA_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.333333,6.989011,212,960,720,test,Virginia,Virginia::simple_intersection,0,23,derived_pre_accident_until=3.292;weak_negative=true
aW7LYUp_0ig_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/aW7LYUp_0ig_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.916667,14.038997,420,960,720,test,Virginia,Virginia::simple_intersection,10,94,accident_time=2.708;type=t-bone
J489DF-y2B8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/J489DF-y2B8_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,30.0,14.966667,449,960,720,test,Virginia,Virginia::signalized_intersection,12,102,accident_time=2.792;type=sideswipe
RWbYqk_RtSE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/RWbYqk_RtSE_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,12.791667,15.009772,192,960,720,test,Virginia,Virginia::highway,42,132,accident_time=4.791;type=single
RWbYqk_RtSE_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/RWbYqk_RtSE_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,12.791667,15.009772,192,960,720,test,Virginia,Virginia::highway,0,27,derived_pre_accident_until=1.791;weak_negative=true
trvzPZZfNPs_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/trvzPZZfNPs_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,20.875,5.988024,125,960,720,test,Virginia,Virginia::highway,28,64,accident_time=6.667;type=sideswipe
trvzPZZfNPs_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/trvzPZZfNPs_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,20.875,5.988024,125,960,720,test,Virginia,Virginia::highway,0,22,derived_pre_accident_until=3.667;weak_negative=true
_9tp71S2Gwg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/_9tp71S2Gwg_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,30.041667,14.646325,440,960,720,train,Virginia,Virginia::highway,53,141,accident_time=5.583333;type=single
_9tp71S2Gwg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/_9tp71S2Gwg_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,30.041667,14.646325,440,960,720,train,Virginia,Virginia::highway,0,38,derived_pre_accident_until=2.583;weak_negative=true
tHW7Y0dIwkg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tHW7Y0dIwkg_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,7.333333,14.727273,108,960,720,train,Virginia,Virginia::highway,56,108,accident_time=5.791666;type=sideswipe
tHW7Y0dIwkg_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tHW7Y0dIwkg_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,7.333333,14.727273,108,960,720,train,Virginia,Virginia::highway,0,41,derived_pre_accident_until=2.792;weak_negative=true
hJJlducz7aE_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/hJJlducz7aE_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,23.875,15.036649,359,960,720,test,Virginia,Virginia::highway,28,118,accident_time=3.8339999999999996;type=sideswipe
luYrUPWqC5w_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/luYrUPWqC5w_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,15.020862,450,960,720,test,Virginia,Virginia::signalized_intersection,53,143,accident_time=5.542;type=t-bone
luYrUPWqC5w_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/luYrUPWqC5w_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.958333,15.020862,450,960,720,test,Virginia,Virginia::signalized_intersection,0,38,derived_pre_accident_until=2.542;weak_negative=true
iguVq1mMWKg_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/iguVq1mMWKg_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,7.416667,12.94382,96,960,720,test,Virginia,Virginia::signalized_intersection,5,83,accident_time=2.375;type=t-bone
tm9gYOoBRmM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tm9gYOoBRmM_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,30.041667,14.979196,450,960,720,test,Virginia,Virginia::signalized_intersection,13,103,accident_time=2.875;type=sideswipe
2BBwMYE-FC4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/2BBwMYE-FC4_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.380028,432,960,720,test,Virginia,Virginia::signalized_intersection,120,207,accident_time=10.375;type=t-bone
2BBwMYE-FC4_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/2BBwMYE-FC4_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.380028,432,960,720,test,Virginia,Virginia::signalized_intersection,0,106,derived_pre_accident_until=7.375;weak_negative=true
BiAj8Q5I710_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BiAj8Q5I710_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,30.041667,14.57975,438,960,720,test,Virginia,Virginia::highway,185,272,accident_time=14.708;type=rear-end
BiAj8Q5I710_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/BiAj8Q5I710_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,30.041667,14.57975,438,960,720,test,Virginia,Virginia::highway,0,171,derived_pre_accident_until=11.708;weak_negative=true
5X2Ik8WsWVY_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/5X2Ik8WsWVY_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,27.5,15.018182,413,960,720,test,Virginia,Virginia::highway,30,120,accident_time=4.0;type=single
5X2Ik8WsWVY_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/5X2Ik8WsWVY_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,27.5,15.018182,413,960,720,test,Virginia,Virginia::highway,0,15,derived_pre_accident_until=1.000;weak_negative=true
YXRvo8IOyUM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/YXRvo8IOyUM_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,15.708333,13.814324,217,960,720,test,Virginia,Virginia::signalized_intersection,6,89,accident_time=2.458;type=t-bone
jD8ybdMZOU8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jD8ybdMZOU8_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,30.041667,14.979196,450,960,720,test,Virginia,Virginia::signalized_intersection,63,153,accident_time=6.208;type=head-on
jD8ybdMZOU8_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jD8ybdMZOU8_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,30.041667,14.979196,450,960,720,test,Virginia,Virginia::signalized_intersection,0,48,derived_pre_accident_until=3.208;weak_negative=true
HgLFvVtCXRw_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/HgLFvVtCXRw_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.083333,14.99169,451,960,720,test,Virginia,Virginia::signalized_intersection,26,116,accident_time=3.75;type=t-bone
bZp0v_Xt8EU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/bZp0v_Xt8EU_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.945908,449,960,720,test,Virginia,Virginia::signalized_intersection,32,122,accident_time=4.125;type=t-bone
bZp0v_Xt8EU_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/bZp0v_Xt8EU_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,30.041667,14.945908,449,960,720,test,Virginia,Virginia::signalized_intersection,0,17,derived_pre_accident_until=1.125;weak_negative=true
vMzEXTNSTzw_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/vMzEXTNSTzw_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,16.75,13.432836,225,960,720,test,Virginia,Virginia::signalized_intersection,33,114,accident_time=4.457999999999998;type=t-bone
vMzEXTNSTzw_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/vMzEXTNSTzw_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,16.75,13.432836,225,960,720,test,Virginia,Virginia::signalized_intersection,0,20,derived_pre_accident_until=1.458;weak_negative=true
-wlnF8vCVMo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-wlnF8vCVMo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,31.125,12.819277,399,960,720,test,Virginia,Virginia::signalized_intersection,38,115,accident_time=4.958;type=t-bone
-wlnF8vCVMo_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/-wlnF8vCVMo_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,31.125,12.819277,399,960,720,test,Virginia,Virginia::signalized_intersection,0,25,derived_pre_accident_until=1.958;weak_negative=true
b2FAuGPoivk_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/b2FAuGPoivk_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.933333,20.412027,611,960,720,test,Virginia,Virginia::signalized_intersection,1,124,accident_time=2.033333;type=t-bone
cCofNt_oBE8_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/cCofNt_oBE8_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.646325,440,960,720,test,Virginia,Virginia::signalized_intersection,24,112,accident_time=3.625;type=t-bone
sV5FN5PePOQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/sV5FN5PePOQ_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.291667,11.356259,344,960,720,test,Virginia,Virginia::signalized_intersection,22,90,accident_time=3.958333;type=t-bone
yS2IYwSqqVk_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/yS2IYwSqqVk_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.041667,14.979196,450,960,720,test,Virginia,Virginia::simple_intersection,24,114,accident_time=3.625;type=t-bone
mhLc2Vl1ekk_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mhLc2Vl1ekk_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,4.673157,140,960,720,test,Virginia,Virginia::simple_intersection,17,45,accident_time=5.458333;type=t-bone
mhLc2Vl1ekk_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mhLc2Vl1ekk_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.958333,4.673157,140,960,720,test,Virginia,Virginia::simple_intersection,0,11,derived_pre_accident_until=2.458;weak_negative=true
0eoMti_njew_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/0eoMti_njew_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,30.0,10.0,300,960,720,test,Virginia,Virginia::highway,38,98,accident_time=5.75;type=rear-end
0eoMti_njew_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/0eoMti_njew_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,30.0,10.0,300,960,720,test,Virginia,Virginia::highway,0,28,derived_pre_accident_until=2.750;weak_negative=true
sfGi08xARHo_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/sfGi08xARHo_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.541667,6.87165,203,960,720,test,Virginia,Virginia::signalized_intersection,14,55,accident_time=4.042;type=t-bone
sfGi08xARHo_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/sfGi08xARHo_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.541667,6.87165,203,960,720,test,Virginia,Virginia::signalized_intersection,0,7,derived_pre_accident_until=1.042;weak_negative=true
e5KS6Gffb3A_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/e5KS6Gffb3A_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,29.958333,7.543811,226,960,720,test,Virginia,Virginia::simple_intersection,21,66,accident_time=4.75;type=t-bone
e5KS6Gffb3A_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/e5KS6Gffb3A_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,29.958333,7.543811,226,960,720,test,Virginia,Virginia::simple_intersection,0,13,derived_pre_accident_until=1.750;weak_negative=true
wGZiHg7a5wU_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/wGZiHg7a5wU_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,29.083333,14.888252,433,960,720,test,Virginia,Virginia::highway,117,207,accident_time=9.875;type=rear-end
wGZiHg7a5wU_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/wGZiHg7a5wU_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,29.083333,14.888252,433,960,720,test,Virginia,Virginia::highway,0,102,derived_pre_accident_until=6.875;weak_negative=true
GPMefBsSI44_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GPMefBsSI44_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,14.9149,17.901562,267,1280,720,test,World,World::simple_intersection,223,267,accident_time=14.447767;type=t-bone
GPMefBsSI44_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/GPMefBsSI44_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,14.9149,17.901562,267,1280,720,test,World,World::simple_intersection,0,205,derived_pre_accident_until=11.448;weak_negative=true
NjK1CBPb0tY_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/NjK1CBPb0tY_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,30.066667,14.900222,448,1440,1080,test,Virginia,Virginia::signalized_intersection,19,109,accident_time=3.266667;type=t-bone
tqSAFTzuCy4_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/tqSAFTzuCy4_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,15.64,21.547315,337,848,480,test,World,World::highway,12,141,accident_time=2.5600000000000005;type=head-on
fcc1sGDTQLM_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/fcc1sGDTQLM_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,18.866667,25.282686,477,1280,720,test,World,World::city_street,1,153,accident_time=2.067;type=single
OjosPgV4Lss_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/OjosPgV4Lss_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,19.433333,19.296741,375,1280,720,test,World,World::signalized_intersection,119,235,accident_time=8.183;type=single
OjosPgV4Lss_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/OjosPgV4Lss_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,19.433333,19.296741,375,1280,720,test,World,World::signalized_intersection,0,100,derived_pre_accident_until=5.183;weak_negative=true
owO2-pjxOqs_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/owO2-pjxOqs_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,14.533333,12.591743,183,1280,360,test,World,World::signalized_intersection,9,84,accident_time=2.7;type=t-bone
jI0_0zPf6BQ_00__accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jI0_0zPf6BQ_00.mp4,ACCIDENT-real,head-on,accident,1,weak_clip_event_window,11.6,23.62069,274,640,326,test,World,World::highway,78,219,accident_time=5.3;type=head-on
jI0_0zPf6BQ_00__pre_event_non_accident,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jI0_0zPf6BQ_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,11.6,23.62069,274,640,326,test,World,World::highway,0,54,derived_pre_accident_until=2.300;weak_negative=true
