sample_id,source_video_id,video_path,source_dataset,original_label,mapped_label,label_id,label_type,window_type,duration,fps,num_frames,width,height,split,scene_id,camera_id,group_id,start_frame,end_frame,clip_start_sec,clip_end_sec,notes,clip_path,annotation_split,annotation_profile
Xe9CoVqpv9c_2_00__accident,Xe9CoVqpv9c_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Xe9CoVqpv9c_2_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,7.0,25.142857,176,1280,720,train,World,World::simple_intersection,Xe9CoVqpv9c_2_00,99,176,3.9375,7.0,accident_time=5.933333;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Xe9CoVqpv9c_2_00__accident.mp4,train,small
Xu1KsH1j2iQ_11_00__pre_event_non_accident,Xu1KsH1j2iQ_11_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Xu1KsH1j2iQ_11_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,17.684333,20.074265,355,960,720,train,World,World::city_street,Xu1KsH1j2iQ_11_00,0,70,0.0,3.487052,derived_pre_accident_until=3.506;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Xu1KsH1j2iQ_11_00__pre_event_non_accident.mp4,train,small
Xu1KsH1j2iQ_1_00__pre_event_non_accident,Xu1KsH1j2iQ_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Xu1KsH1j2iQ_1_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,9.142467,24.719806,226,960,720,train,World,World::signalized_intersection,Xu1KsH1j2iQ_1_00,0,47,0.0,1.901309,derived_pre_accident_until=1.905;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Xu1KsH1j2iQ_1_00__pre_event_non_accident.mp4,train,small
Y3OQspLTLok_00__pre_event_non_accident,Y3OQspLTLok_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Y3OQspLTLok_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.033333,29.933407,899,1080,720,train,Minnesota,Minnesota::grade_separated_intersection,Y3OQspLTLok_00,0,34,0.0,1.135855,derived_pre_accident_until=1.133;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Y3OQspLTLok_00__pre_event_non_accident.mp4,train,small
YD-7Fnztg_4_00__accident,YD-7Fnztg_4_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/YD-7Fnztg_4_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.041667,14.979196,450,960,720,train,Virginia,Virginia::highway,YD-7Fnztg_4_00,0,85,0.0,5.674537,accident_time=1.667;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/YD-7Fnztg_4_00__accident.mp4,train,small
YGBuLu9t4Ts_00__accident,YGBuLu9t4Ts_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/YGBuLu9t4Ts_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,15.633333,15.095949,236,1920,1080,train,Wisconsin,Wisconsin::highway,YGBuLu9t4Ts_00,14,104,0.927401,6.889266,accident_time=2.933;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/YGBuLu9t4Ts_00__accident.mp4,train,small
Z52L6jGdSkY_12_00__accident,Z52L6jGdSkY_12_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/Z52L6jGdSkY_12_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,3.370033,29.97003,101,1280,720,train,World,World::signalized_intersection,Z52L6jGdSkY_12_00,5,101,0.166833,3.370033,accident_time=2.168833;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/Z52L6jGdSkY_12_00__accident.mp4,train,small
ZQOzzKybkTA_00__accident,ZQOzzKybkTA_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ZQOzzKybkTA_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.033333,29.36737,882,1080,720,train,Minnesota,Minnesota::grade_separated_intersection,ZQOzzKybkTA_00,274,450,9.330083,15.323129,accident_time=11.333333;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/ZQOzzKybkTA_00__accident.mp4,train,small
ZyHloKpLTDs_00__accident,ZyHloKpLTDs_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ZyHloKpLTDs_00.mp4,ACCIDENT-real,rear-end,accident,1,weak_clip_event_window,accident_window,30.033333,30.0,901,1920,1080,train,Georgia,Georgia::highway,ZyHloKpLTDs_00,136,316,4.533333,10.533333,accident_time=6.533;type=rear-end;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/ZyHloKpLTDs_00__accident.mp4,train,small
_9tp71S2Gwg_00__pre_event_non_accident,_9tp71S2Gwg_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/_9tp71S2Gwg_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.041667,14.646325,440,960,720,train,Virginia,Virginia::highway,_9tp71S2Gwg_00,0,38,0.0,2.594508,derived_pre_accident_until=2.583;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/_9tp71S2Gwg_00__pre_event_non_accident.mp4,train,small
ao3VuM_p4_8_00__accident,ao3VuM_p4_8_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ao3VuM_p4_8_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,25.233333,29.92074,755,1620,1080,train,Minnesota,Minnesota::grade_separated_intersection,ao3VuM_p4_8_00,0,163,0.0,5.447726,accident_time=1.4340000000000002;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/ao3VuM_p4_8_00__accident.mp4,train,small
bwW_wL4TwZg_1_00__accident,bwW_wL4TwZg_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/bwW_wL4TwZg_1_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,3.4,24.411765,83,320,240,train,World,World::tunnel,bwW_wL4TwZg_1_00,0,83,0.0,3.4,accident_time=1.28;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/bwW_wL4TwZg_1_00__accident.mp4,train,small
bwW_wL4TwZg_2_00__pre_event_non_accident,bwW_wL4TwZg_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/bwW_wL4TwZg_2_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,11.12,24.820144,276,320,240,train,World,World::tunnel,bwW_wL4TwZg_2_00,0,84,0.0,3.384348,derived_pre_accident_until=3.400;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/bwW_wL4TwZg_2_00__pre_event_non_accident.mp4,train,small
dmwcqNAuZcM_1_00__pre_event_non_accident,dmwcqNAuZcM_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/dmwcqNAuZcM_1_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,52.052,13.870745,722,1276,720,train,World,World::signalized_intersection,dmwcqNAuZcM_1_00,0,314,0.0,22.637573,derived_pre_accident_until=22.659;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/dmwcqNAuZcM_1_00__pre_event_non_accident.mp4,train,small
dmwcqNAuZcM_1_00__accident,dmwcqNAuZcM_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/dmwcqNAuZcM_1_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,52.052,13.870745,722,1276,720,train,World,World::signalized_intersection,dmwcqNAuZcM_1_00,328,411,23.646892,29.630709,accident_time=25.658967;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/dmwcqNAuZcM_1_00__accident.mp4,train,small
ieFXAiS97A0_1_00__pre_event_non_accident,ieFXAiS97A0_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/ieFXAiS97A0_1_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,pre_event_non_accident,9.743067,14.266555,139,450,338,train,World,World::signalized_intersection,ieFXAiS97A0_1_00,0,28,0.0,1.962632,derived_pre_accident_until=1.938;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/ieFXAiS97A0_1_00__pre_event_non_accident.mp4,train,small
jgAGNNIG13E_00__pre_event_non_accident,jgAGNNIG13E_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jgAGNNIG13E_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.0,14.966667,449,1280,720,train,Alabama,Alabama::grade_separated_intersection,jgAGNNIG13E_00,0,65,0.0,4.342984,derived_pre_accident_until=4.375;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/jgAGNNIG13E_00__pre_event_non_accident.mp4,train,small
jgAGNNIG13E_00__accident,jgAGNNIG13E_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jgAGNNIG13E_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.0,14.966667,449,1280,720,train,Alabama,Alabama::grade_separated_intersection,jgAGNNIG13E_00,80,170,5.345212,11.358575,accident_time=7.375;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/jgAGNNIG13E_00__accident.mp4,train,small
jzFOvz-C9q0_00__pre_event_non_accident,jzFOvz-C9q0_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/jzFOvz-C9q0_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,pre_event_non_accident,27.466667,30.0,824,1080,720,train,Minnesota,Minnesota::highway,jzFOvz-C9q0_00,0,65,0.0,2.166667,derived_pre_accident_until=2.167;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/jzFOvz-C9q0_00__pre_event_non_accident.mp4,train,small
k932VZGqE6c_1_00__pre_event_non_accident,k932VZGqE6c_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/k932VZGqE6c_1_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,7.6,30.0,228,320,240,train,World,World::signalized_intersection,k932VZGqE6c_1_00,0,31,0.0,1.033333,derived_pre_accident_until=1.033;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/k932VZGqE6c_1_00__pre_event_non_accident.mp4,train,small
kd7QwQqeJZQ_01__accident,kd7QwQqeJZQ_01,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/kd7QwQqeJZQ_01.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,10.28,22.957198,236,1920,1080,train,UAE,UAE::highway,kd7QwQqeJZQ_01,57,195,2.482881,8.494068,accident_time=4.48;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/kd7QwQqeJZQ_01__accident.mp4,train,small
l4xiNaUc-Bw_00__accident,l4xiNaUc-Bw_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/l4xiNaUc-Bw_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,29.916667,15.075209,451,1280,720,train,Seattle,Seattle::highway,l4xiNaUc-Bw_00,102,192,6.766075,12.736142,accident_time=8.75;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/l4xiNaUc-Bw_00__accident.mp4,train,small
mOwuW8t6-GQ_4_00__accident,mOwuW8t6-GQ_4_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mOwuW8t6-GQ_4_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,53.36,20.183658,1077,1280,720,train,World,World::signalized_intersection,mOwuW8t6-GQ_4_00,478,599,23.682526,29.677474,accident_time=25.64;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/mOwuW8t6-GQ_4_00__accident.mp4,train,small
mOwuW8t6-GQ_6_00__accident,mOwuW8t6-GQ_6_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mOwuW8t6-GQ_6_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,20.68,17.988395,372,1280,720,train,World,World::signalized_intersection,mOwuW8t6-GQ_6_00,119,227,6.615376,12.619247,accident_time=8.64;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/mOwuW8t6-GQ_6_00__accident.mp4,train,small
mhQIf0yVU3g_1_00__accident,mhQIf0yVU3g_1_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/mhQIf0yVU3g_1_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,6.6,15.151515,100,1280,720,train,World,World::signalized_intersection,mhQIf0yVU3g_1_00,14,100,0.924,6.6,accident_time=2.933333;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/mhQIf0yVU3g_1_00__accident.mp4,train,small
nFpT2-RpAS8_2_00__pre_event_non_accident,nFpT2-RpAS8_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nFpT2-RpAS8_2_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,14.84,24.326146,361,480,360,train,World,World::city_street,nFpT2-RpAS8_2_00,0,47,0.0,1.932078,derived_pre_accident_until=1.920;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/nFpT2-RpAS8_2_00__pre_event_non_accident.mp4,train,small
nbhL6NycXqc_00__pre_event_non_accident,nbhL6NycXqc_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nbhL6NycXqc_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,29.958333,15.020862,450,960,720,train,Tennessee,Tennessee::highway,nbhL6NycXqc_00,0,80,0.0,5.325926,derived_pre_accident_until=5.333;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/nbhL6NycXqc_00__pre_event_non_accident.mp4,train,small
nsHYg3ENgk4_2_00__accident,nsHYg3ENgk4_2_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nsHYg3ENgk4_2_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,9.7097,25.02652,243,1280,720,train,World,World::signalized_intersection,nsHYg3ENgk4_2_00,104,243,4.155592,9.7097,accident_time=6.139467;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/nsHYg3ENgk4_2_00__accident.mp4,train,small
nsHYg3ENgk4_6_00__pre_event_non_accident,nsHYg3ENgk4_6_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/nsHYg3ENgk4_6_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,8.575233,29.7368,255,1280,720,train,World,World::signalized_intersection,nsHYg3ENgk4_6_00,0,112,0.0,3.766377,derived_pre_accident_until=3.773;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/nsHYg3ENgk4_6_00__pre_event_non_accident.mp4,train,small
obqvQOIyzL4_00__pre_event_non_accident,obqvQOIyzL4_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/obqvQOIyzL4_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.033333,29.933407,899,1080,720,train,Minnesota,Minnesota::highway,obqvQOIyzL4_00,0,207,0.0,6.91535,derived_pre_accident_until=6.900;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/obqvQOIyzL4_00__pre_event_non_accident.mp4,train,small
pA6q7Q2EQrw_21_00__accident,pA6q7Q2EQrw_21_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/pA6q7Q2EQrw_21_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,4.066667,25.081967,102,1280,720,train,World,World::signalized_intersection,pA6q7Q2EQrw_21_00,0,102,0.0,4.066667,accident_time=1.3;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/pA6q7Q2EQrw_21_00__accident.mp4,train,small
pA6q7Q2EQrw_25_00__accident,pA6q7Q2EQrw_25_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/pA6q7Q2EQrw_25_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,7.4,14.72973,109,1280,720,train,World,World::signalized_intersection,pA6q7Q2EQrw_25_00,0,76,0.0,5.159633,accident_time=1.166667;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/pA6q7Q2EQrw_25_00__accident.mp4,train,small
paIiPXuFj7Q_00__pre_event_non_accident,paIiPXuFj7Q_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/paIiPXuFj7Q_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,24.566667,8.018996,197,1920,1080,train,Arkansas,Arkansas::highway,paIiPXuFj7Q_00,0,22,0.0,2.743486,derived_pre_accident_until=2.767;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/paIiPXuFj7Q_00__pre_event_non_accident.mp4,train,small
paIiPXuFj7Q_00__accident,paIiPXuFj7Q_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/paIiPXuFj7Q_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,24.566667,8.018996,197,1920,1080,train,Arkansas,Arkansas::highway,paIiPXuFj7Q_00,30,78,3.741117,9.726904,accident_time=5.7669999999999995;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/paIiPXuFj7Q_00__accident.mp4,train,small
rk8CtIpbG5w_00__accident,rk8CtIpbG5w_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/rk8CtIpbG5w_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.0,29.766667,893,1080,720,train,Minnesota,Minnesota::highway,rk8CtIpbG5w_00,148,327,4.972004,10.985442,accident_time=7.0;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/rk8CtIpbG5w_00__accident.mp4,train,small
uD3kjTme_dU_00__pre_event_non_accident,uD3kjTme_dU_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/uD3kjTme_dU_00.mp4,ACCIDENT-real,single,non_accident,0,weak_clip_pre_event,pre_event_non_accident,8.625,14.84058,128,960,720,train,Virginia,Virginia::highway,uD3kjTme_dU_00,0,45,0.0,3.032227,derived_pre_accident_until=3.000;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/uD3kjTme_dU_00__pre_event_non_accident.mp4,train,small
uD3kjTme_dU_01__accident,uD3kjTme_dU_01,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/uD3kjTme_dU_01.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,3.041667,15.123288,46,960,720,train,Virginia,Virginia::highway,uD3kjTme_dU_01,0,46,0.0,3.041667,accident_time=1.5830000000000002;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/uD3kjTme_dU_01__accident.mp4,train,small
uh5OqU0h4ZM_00__pre_event_non_accident,uh5OqU0h4ZM_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/uh5OqU0h4ZM_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.033333,30.0,901,1920,1080,train,Seattle,Seattle::signalized_intersection,uh5OqU0h4ZM_00,0,57,0.0,1.9,derived_pre_accident_until=1.900;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/uh5OqU0h4ZM_00__pre_event_non_accident.mp4,train,small
video130_00__pre_event_non_accident,video130_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video130_00.mp4,ACCIDENT-real,t-bone,non_accident,0,weak_clip_pre_event,pre_event_non_accident,6.833333,25.317073,173,1920,1080,train,World,World::signalized_intersection,video130_00,0,41,0.0,1.619461,derived_pre_accident_until=1.600;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video130_00__pre_event_non_accident.mp4,train,small
video13_00__pre_event_non_accident,video13_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video13_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,pre_event_non_accident,17.2,25.639535,441,1280,720,train,World,World::highway,video13_00,0,129,0.0,5.031293,derived_pre_accident_until=5.033;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video13_00__pre_event_non_accident.mp4,train,small
video193_00__accident,video193_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video193_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,27.583333,23.202417,640,960,544,train,World,World::simple_intersection,video193_00,155,294,6.680339,12.671094,accident_time=8.666667;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video193_00__accident.mp4,train,small
video24_00__accident,video24_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video24_00.mp4,ACCIDENT-real,sideswipe,accident,1,weak_clip_event_window,accident_window,5.28,23.484848,124,1280,720,train,World,World::simple_intersection,video24_00,41,124,1.745806,5.28,accident_time=3.76;type=sideswipe;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video24_00__accident.mp4,train,small
video26_00__pre_event_non_accident,video26_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video26_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,33.24,23.826715,792,1880,1080,train,World,World::highway,video26_00,0,183,0.0,7.680455,derived_pre_accident_until=7.680;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video26_00__pre_event_non_accident.mp4,train,small
video60_00__pre_event_non_accident,video60_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/video60_00.mp4,ACCIDENT-real,head-on,non_accident,0,weak_clip_pre_event,pre_event_non_accident,22.7,25.374449,576,1920,1080,train,World,World::simple_intersection,video60_00,0,84,0.0,3.310417,derived_pre_accident_until=3.300;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/video60_00__pre_event_non_accident.mp4,train,small
wQ_pGHoj2SI_00__pre_event_non_accident,wQ_pGHoj2SI_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/wQ_pGHoj2SI_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,30.033333,15.016648,451,1620,1080,train,Alabama,Alabama::highway,wQ_pGHoj2SI_00,0,32,0.0,2.130968,derived_pre_accident_until=2.133;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/wQ_pGHoj2SI_00__pre_event_non_accident.mp4,train,small
xFWObpD8KiE_00__accident,xFWObpD8KiE_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/xFWObpD8KiE_00.mp4,ACCIDENT-real,single,accident,1,weak_clip_event_window,accident_window,30.041667,14.979196,450,1280,720,train,Tennessee,Tennessee::highway,xFWObpD8KiE_00,16,106,1.068148,7.076481,accident_time=3.042;type=single;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/xFWObpD8KiE_00__accident.mp4,train,small
xKT7khciy-c_16_00__accident,xKT7khciy-c_16_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/xKT7khciy-c_16_00.mp4,ACCIDENT-real,t-bone,accident,1,weak_clip_event_window,accident_window,9.075733,19.722924,179,400,226,train,World,World::signalized_intersection,xKT7khciy-c_16_00,16,134,0.811239,6.794124,accident_time=2.769434;type=t-bone;weak_clip=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/xKT7khciy-c_16_00__accident.mp4,train,small
xKT7khciy-c_5_00__pre_event_non_accident,xKT7khciy-c_5_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/xKT7khciy-c_5_00.mp4,ACCIDENT-real,sideswipe,non_accident,0,weak_clip_pre_event,pre_event_non_accident,11.9119,19.812121,236,400,226,train,World,World::signalized_intersection,xKT7khciy-c_5_00,0,31,0.0,1.564699,derived_pre_accident_until=1.571;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/xKT7khciy-c_5_00__pre_event_non_accident.mp4,train,small
xoq6jahieRg_00__pre_event_non_accident,xoq6jahieRg_00,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_dataset/real_videos/xoq6jahieRg_00.mp4,ACCIDENT-real,rear-end,non_accident,0,weak_clip_pre_event,pre_event_non_accident,20.366667,29.9018,609,1920,1080,train,Alabama,Alabama::highway,xoq6jahieRg_00,0,87,0.0,2.909524,derived_pre_accident_until=2.900;weak_negative=true,/autodl-fs/data/traffic_accident_rnd/ACCIDENT_mmaction_clips/small/train/xoq6jahieRg_00__pre_event_non_accident.mp4,train,small
